,accepted,condition_id,data,participant_crowd_worker_id,participant_hearing_response_estimation,participant_hearing_test_attempts,participant_hearing_test_last_attempt,participant_id,participant_passed_hearing_test,participant_platform,participant_post_test_survey,participant_pre_test_survey,rating,stimulus,test_id,trial_id
392,True,19,"{""stimulusKeys"": [""E9"", ""E9""], ""stimulusFiles"": {""S02_02"": ""seg02_02.mp3"", ""S02_03"": ""seg02_03.mp3"", ""S02_01"": ""seg02_01.mp3"", ""S02_06"": ""seg02_06.mp3"", ""S02_07"": ""seg02_07.mp3"", ""S02_04"": ""seg02_04.mp3"", ""S02_05"": ""seg02_05.mp3"", ""S02_08"": ""seg02_08.mp3"", ""S02_09"": ""seg02_09.mp3"", ""S02_10"": ""seg02_10.mp3""}, ""referenceKeys"": [""Reference""], ""conditionID"": ""19"", ""referenceFiles"": [[""Reference"", ""/audio/KuhI99QjUynBFYmhamigsn2GnI8MSlHQP9r6wHdmzKYB_QTDgeevWITkUig4McHrQgADhayUlOnwdX_2_YsD80OI2TAJc9iwhZw-0Rz1neH8zALRU7slDnlrZJQD31b5.wav""]], ""groupID"": ""2""}",A2XNO2KWLLGW6Z,,1,2017-04-17 01:59:59.362481,13,True,mturk,"{""country"": ""USA"", ""speaker_other"": ""Other (Please specify)"", ""gender"": ""male"", ""confusing"": ""Everything was clear"", ""average_music_hours"": ""4 to 8"", ""instrument"": ""Please specify..."", ""musician"": ""No"", ""speakers"": ""laptop speakers"", ""UserComment"": ""Very interesting!""}","{""hearing_disorder"": ""No"", ""age"": ""25""}",0.14108394526,S02_09,1,217
393,True,19,"{""stimulusKeys"": [""E9"", ""E9""], ""stimulusFiles"": {""S02_02"": ""seg02_02.mp3"", ""S02_03"": ""seg02_03.mp3"", ""S02_01"": ""seg02_01.mp3"", ""S02_06"": ""seg02_06.mp3"", ""S02_07"": ""seg02_07.mp3"", ""S02_04"": ""seg02_04.mp3"", ""S02_05"": ""seg02_05.mp3"", ""S02_08"": ""seg02_08.mp3"", ""S02_09"": ""seg02_09.mp3"", ""S02_10"": ""seg02_10.mp3""}, ""referenceKeys"": [""Reference""], ""conditionID"": ""19"", ""referenceFiles"": [[""Reference"", ""/audio/KuhI99QjUynBFYmhamigsrMvJjqjGnFVnFfsgRAVEUQB_QTDgeevWITkUig4McHrQgADhayUlOnwdX_2_YsD80OI2TAJc9iwhZw-0Rz1neH8zALRU7slDnlrZJQD31b5.wav""]], ""groupID"": ""2""}",A2C84QVRK3KG57,,1,2017-04-17 02:15:03.689346,46,True,mturk,"{""country"": ""USA"", ""speaker_other"": ""Other (Please specify)"", ""gender"": ""female"", ""confusing"": ""Please explain..."", ""average_music_hours"": ""1 to 4"", ""instrument"": ""Please specify..."", ""musician"": ""No"", ""speakers"": ""laptop speakers"", ""UserComment"": ""Your comment...""}","{""hearing_disorder"": ""No"", ""age"": ""30""}",-1.0,S02_09,1,364
394,True,19,"{""stimulusKeys"": [""E9"", ""E9""], ""stimulusFiles"": {""S02_02"": ""seg02_02.mp3"", ""S02_03"": ""seg02_03.mp3"", ""S02_01"": ""seg02_01.mp3"", ""S02_06"": ""seg02_06.mp3"", ""S02_07"": ""seg02_07.mp3"", ""S02_04"": ""seg02_04.mp3"", ""S02_05"": ""seg02_05.mp3"", ""S02_08"": ""seg02_08.mp3"", ""S02_09"": ""seg02_09.mp3"", ""S02_10"": ""seg02_10.mp3""}, ""referenceKeys"": [""Reference""], ""conditionID"": ""19"", ""referenceFiles"": [[""Reference"", ""/audio/KuhI99QjUynBFYmhamigshs7A50VFlsA0_TJFj1z_nEB_QTDgeevWITkUig4McHrQgADhayUlOnwdX_2_YsD80OI2TAJc9iwhZw-0Rz1neH8zALRU7slDnlrZJQD31b5.wav""]], ""groupID"": ""2""}",A16QKM4Y78OH3F,,1,2017-04-17 02:25:25.420649,56,True,mturk,"{""country"": ""USA"", ""speaker_other"": ""Other (Please specify)"", ""gender"": ""male"", ""confusing"": ""No"", ""average_music_hours"": ""more than 8"", ""instrument"": ""Bass/Guitar"", ""musician"": ""Yes"", ""speakers"": ""loudspeakers"", ""UserComment"": ""None""}","{""hearing_disorder"": ""No"", ""age"": ""26""}",0.506905040053,S02_09,1,445
395,False,19,"{""stimulusKeys"": [""E9"", ""E9""], ""stimulusFiles"": {""S02_02"": ""seg02_02.mp3"", ""S02_03"": ""seg02_03.mp3"", ""S02_01"": ""seg02_01.mp3"", ""S02_06"": ""seg02_06.mp3"", ""S02_07"": ""seg02_07.mp3"", ""S02_04"": ""seg02_04.mp3"", ""S02_05"": ""seg02_05.mp3"", ""S02_08"": ""seg02_08.mp3"", ""S02_09"": ""seg02_09.mp3"", ""S02_10"": ""seg02_10.mp3""}, ""referenceKeys"": [""Reference""], ""conditionID"": ""19"", ""referenceFiles"": [[""Reference"", ""/audio/KuhI99QjUynBFYmhamigsri_iUj7r7p30atAJPHqAv0B_QTDgeevWITkUig4McHrQgADhayUlOnwdX_2_YsD80OI2TAJc9iwhZw-0Rz1neH8zALRU7slDnlrZJQD31b5.wav""]], ""groupID"": ""2""}",A3GEL5PWFIK05S,,1,2017-04-17 02:27:39.524163,58,True,mturk,"{""country"": ""USA"", ""speaker_other"": ""Other (Please specify)"", ""gender"": ""female"", ""confusing"": ""Please explain..."", ""average_music_hours"": ""4 to 8"", ""instrument"": ""violin, piano, voice"", ""musician"": ""Yes"", ""speakers"": ""headphones"", ""UserComment"": ""Your comment...""}","{""hearing_disorder"": ""No"", ""age"": ""28""}",0.41678487984,S02_09,1,614
396,True,19,"{""stimulusKeys"": [""E9"", ""E9""], ""stimulusFiles"": {""S02_02"": ""seg02_02.mp3"", ""S02_03"": ""seg02_03.mp3"", ""S02_01"": ""seg02_01.mp3"", ""S02_06"": ""seg02_06.mp3"", ""S02_07"": ""seg02_07.mp3"", ""S02_04"": ""seg02_04.mp3"", ""S02_05"": ""seg02_05.mp3"", ""S02_08"": ""seg02_08.mp3"", ""S02_09"": ""seg02_09.mp3"", ""S02_10"": ""seg02_10.mp3""}, ""referenceKeys"": [""Reference""], ""conditionID"": ""19"", ""referenceFiles"": [[""Reference"", ""/audio/KuhI99QjUynBFYmhamigskOeAuzOv0KuL2vMOvZ6hDkB_QTDgeevWITkUig4McHrQgADhayUlOnwdX_2_YsD80OI2TAJc9iwhZw-0Rz1neH8zALRU7slDnlrZJQD31b5.wav""]], ""groupID"": ""2""}",A77K8W55MJEKX,,1,2017-04-17 02:04:15.016373,28,True,mturk,"{""country"": ""USA"", ""speaker_other"": ""Other (Please specify)"", ""gender"": ""female"", ""confusing"": ""Please explain..."", ""average_music_hours"": ""4 to 8"", ""instrument"": ""Please specify..."", ""musician"": ""No"", ""speakers"": ""phone tablet speakers"", ""UserComment"": ""Your comment...""}","{""hearing_disorder"": ""No"", ""age"": ""44""}",0.605703437917,S02_09,1,625
397,True,19,"{""stimulusKeys"": [""E9"", ""E9""], ""stimulusFiles"": {""S02_02"": ""seg02_02.mp3"", ""S02_03"": ""seg02_03.mp3"", ""S02_01"": ""seg02_01.mp3"", ""S02_06"": ""seg02_06.mp3"", ""S02_07"": ""seg02_07.mp3"", ""S02_04"": ""seg02_04.mp3"", ""S02_05"": ""seg02_05.mp3"", ""S02_08"": ""seg02_08.mp3"", ""S02_09"": ""seg02_09.mp3"", ""S02_10"": ""seg02_10.mp3""}, ""referenceKeys"": [""Reference""], ""conditionID"": ""19"", ""referenceFiles"": [[""Reference"", ""/audio/KuhI99QjUynBFYmhamigssCPoO0HoRLkEAiuK5ZsgZ4B_QTDgeevWITkUig4McHrQgADhayUlOnwdX_2_YsD80OI2TAJc9iwhZw-0Rz1neH8zALRU7slDnlrZJQD31b5.wav""]], ""groupID"": ""2""}",A74PT3GRDMEZ,,1,2017-04-17 02:29:47.665738,68,True,mturk,"{""country"": ""USA"", ""speaker_other"": ""Other (Please specify)"", ""gender"": ""female"", ""confusing"": ""Please explain..."", ""average_music_hours"": ""more than 8"", ""instrument"": ""Please specify..."", ""musician"": ""No"", ""speakers"": ""headphones"", ""UserComment"": ""Your comment...""}","{""hearing_disorder"": ""No"", ""age"": ""23""}",-1.0,S02_09,1,632
398,True,19,"{""stimulusKeys"": [""E9"", ""E9""], ""stimulusFiles"": {""S02_02"": ""seg02_02.mp3"", ""S02_03"": ""seg02_03.mp3"", ""S02_01"": ""seg02_01.mp3"", ""S02_06"": ""seg02_06.mp3"", ""S02_07"": ""seg02_07.mp3"", ""S02_04"": ""seg02_04.mp3"", ""S02_05"": ""seg02_05.mp3"", ""S02_08"": ""seg02_08.mp3"", ""S02_09"": ""seg02_09.mp3"", ""S02_10"": ""seg02_10.mp3""}, ""referenceKeys"": [""Reference""], ""conditionID"": ""19"", ""referenceFiles"": [[""Reference"", ""/audio/KuhI99QjUynBFYmhamigstAnvgtJUUW7cV32PzA9gZoB_QTDgeevWITkUig4McHrQgADhayUlOnwdX_2_YsD80OI2TAJc9iwhZw-0Rz1neH8zALRU7slDnlrZJQD31b5.wav""]], ""groupID"": ""2""}",AVD6HMIO1HLFI,,1,2017-04-17 01:59:04.739074,11,True,mturk,"{""country"": ""USA"", ""speaker_other"": ""Philips SHP 9500"", ""gender"": ""male"", ""confusing"": ""Please explain..."", ""average_music_hours"": ""4 to 8"", ""instrument"": ""Please specify..."", ""musician"": ""No"", ""speakers"": ""headphones"", ""UserComment"": ""Your comment...""}","{""hearing_disorder"": ""No"", ""age"": ""28""}",0.127732810414,S02_09,1,651
399,True,19,"{""stimulusKeys"": [""E9"", ""E9""], ""stimulusFiles"": {""S02_02"": ""seg02_02.mp3"", ""S02_03"": ""seg02_03.mp3"", ""S02_01"": ""seg02_01.mp3"", ""S02_06"": ""seg02_06.mp3"", ""S02_07"": ""seg02_07.mp3"", ""S02_04"": ""seg02_04.mp3"", ""S02_05"": ""seg02_05.mp3"", ""S02_08"": ""seg02_08.mp3"", ""S02_09"": ""seg02_09.mp3"", ""S02_10"": ""seg02_10.mp3""}, ""referenceKeys"": [""Reference""], ""conditionID"": ""19"", ""referenceFiles"": [[""Reference"", ""/audio/KuhI99QjUynBFYmhamigsncbHjXCgXHO05g1HhViWBMB_QTDgeevWITkUig4McHrQgADhayUlOnwdX_2_YsD80OI2TAJc9iwhZw-0Rz1neH8zALRU7slDnlrZJQD31b5.wav""]], ""groupID"": ""2""}",AFDC9A6Z60W2Z,,1,2017-04-17 02:03:17.738282,25,True,mturk,"{""country"": ""USA"", ""speaker_other"": ""Other (Please specify)"", ""gender"": ""male"", ""confusing"": ""Please explain..."", ""average_music_hours"": ""1 to 4"", ""instrument"": ""Please specify..."", ""musician"": ""No"", ""speakers"": ""headphones"", ""UserComment"": ""Your comment...""}","{""hearing_disorder"": ""No"", ""age"": ""45""}",-1.0,S02_09,1,750
400,True,19,"{""stimulusKeys"": [""E9"", ""E9""], ""stimulusFiles"": {""S02_02"": ""seg02_02.mp3"", ""S02_03"": ""seg02_03.mp3"", ""S02_01"": ""seg02_01.mp3"", ""S02_06"": ""seg02_06.mp3"", ""S02_07"": ""seg02_07.mp3"", ""S02_04"": ""seg02_04.mp3"", ""S02_05"": ""seg02_05.mp3"", ""S02_08"": ""seg02_08.mp3"", ""S02_09"": ""seg02_09.mp3"", ""S02_10"": ""seg02_10.mp3""}, ""referenceKeys"": [""Reference""], ""conditionID"": ""19"", ""referenceFiles"": [[""Reference"", ""/audio/KuhI99QjUynBFYmhamigsoB0F3ATTCPPvsVcx4ziefUB_QTDgeevWITkUig4McHrQgADhayUlOnwdX_2_YsD80OI2TAJc9iwhZw-0Rz1neH8zALRU7slDnlrZJQD31b5.wav""]], ""groupID"": ""2""}",A3CDJ8PZX578GQ,,1,2017-04-17 02:59:29.628913,92,True,mturk,"{""country"": ""USA"", ""speaker_other"": ""Other (Please specify)"", ""gender"": ""male"", ""confusing"": ""Not really. I'm taking it that you want to know my genuine subjective judgments regarding where the transitions are."", ""average_music_hours"": ""1 to 4"", ""instrument"": ""Please specify..."", ""musician"": ""No"", ""speakers"": ""headphones"", ""UserComment"": ""Interesting task. I'm curious as to where this leads.""}","{""hearing_disorder"": ""No"", ""age"": ""45""}",-1.0,S02_09,1,987
401,True,19,"{""stimulusKeys"": [""E9"", ""E9""], ""stimulusFiles"": {""S02_02"": ""seg02_02.mp3"", ""S02_03"": ""seg02_03.mp3"", ""S02_01"": ""seg02_01.mp3"", ""S02_06"": ""seg02_06.mp3"", ""S02_07"": ""seg02_07.mp3"", ""S02_04"": ""seg02_04.mp3"", ""S02_05"": ""seg02_05.mp3"", ""S02_08"": ""seg02_08.mp3"", ""S02_09"": ""seg02_09.mp3"", ""S02_10"": ""seg02_10.mp3""}, ""referenceKeys"": [""Reference""], ""conditionID"": ""19"", ""referenceFiles"": [[""Reference"", ""/audio/KuhI99QjUynBFYmhamigso1wvnQW2kdSnoksz0wseAoB_QTDgeevWITkUig4McHrQgADhayUlOnwdX_2_YsD80OI2TAJc9iwhZw-0Rz1neH8zALRU7slDnlrZJQD31b5.wav""]], ""groupID"": ""2""}",AD3ZSVTCXP0Y5,,1,2017-04-17 02:50:44.902388,85,True,mturk,"{""country"": ""KOR"", ""speaker_other"": ""Other (Please specify)"", ""gender"": ""male"", ""confusing"": ""Please explain..."", ""average_music_hours"": ""more than 8"", ""instrument"": ""cello"", ""musician"": ""Yes"", ""speakers"": ""headphones"", ""UserComment"": ""Your comment...""}","{""hearing_disorder"": ""No"", ""age"": ""46""}",0.40810664219,S02_09,1,1077
402,True,19,"{""stimulusKeys"": [""E9"", ""E9""], ""stimulusFiles"": {""S02_02"": ""seg02_02.mp3"", ""S02_03"": ""seg02_03.mp3"", ""S02_01"": ""seg02_01.mp3"", ""S02_06"": ""seg02_06.mp3"", ""S02_07"": ""seg02_07.mp3"", ""S02_04"": ""seg02_04.mp3"", ""S02_05"": ""seg02_05.mp3"", ""S02_08"": ""seg02_08.mp3"", ""S02_09"": ""seg02_09.mp3"", ""S02_10"": ""seg02_10.mp3""}, ""referenceKeys"": [""Reference""], ""conditionID"": ""19"", ""referenceFiles"": [[""Reference"", ""/audio/KuhI99QjUynBFYmhamigsp0CKghi-s_cNtAWoeiMuXuYzBvdQNB7bamXNndWw2HMjYejcgv7X_42FITvjdPsedPN5ADsGSHGr5s9tScectPuLBn57ggtz1wPKH7CsVx_.wav""]], ""groupID"": ""2""}",A2B6WQG0A9CKXQ,,2,2017-04-17 03:18:47.104881,108,True,mturk,"{""country"": ""USA"", ""speaker_other"": ""Other (Please specify)"", ""gender"": ""female"", ""confusing"": ""No"", ""average_music_hours"": ""4 to 8"", ""instrument"": ""Please specify..."", ""musician"": ""No"", ""speakers"": ""laptop speakers"", ""UserComment"": ""A longer timer would be good, but overall, nice!""}","{""hearing_disorder"": ""No"", ""age"": ""29""}",-1.0,S02_09,1,1139
403,True,19,"{""stimulusKeys"": [""E9"", ""E9""], ""stimulusFiles"": {""S02_02"": ""seg02_02.mp3"", ""S02_03"": ""seg02_03.mp3"", ""S02_01"": ""seg02_01.mp3"", ""S02_06"": ""seg02_06.mp3"", ""S02_07"": ""seg02_07.mp3"", ""S02_04"": ""seg02_04.mp3"", ""S02_05"": ""seg02_05.mp3"", ""S02_08"": ""seg02_08.mp3"", ""S02_09"": ""seg02_09.mp3"", ""S02_10"": ""seg02_10.mp3""}, ""referenceKeys"": [""Reference""], ""conditionID"": ""19"", ""referenceFiles"": [[""Reference"", ""/audio/KuhI99QjUynBFYmhamigsj_Fnw2pC8uJ_2-LwjiShicB_QTDgeevWITkUig4McHrQgADhayUlOnwdX_2_YsD80OI2TAJc9iwhZw-0Rz1neH8zALRU7slDnlrZJQD31b5.wav""]], ""groupID"": ""2""}",A258PTOZ3D2TQR,,2,2017-04-17 02:40:38.234009,75,True,mturk,"{""country"": ""IND"", ""speaker_other"": ""Other (Please specify)"", ""gender"": ""male"", ""confusing"": ""nothing"", ""average_music_hours"": ""4 to 8"", ""instrument"": ""Please specify..."", ""musician"": ""No"", ""speakers"": ""headphones"", ""UserComment"": ""interesting to do""}","{""hearing_disorder"": ""No"", ""age"": ""28""}",0.498226802403,S02_09,1,1141
404,True,19,"{""stimulusKeys"": [""E9"", ""E9""], ""stimulusFiles"": {""S02_02"": ""seg02_02.mp3"", ""S02_03"": ""seg02_03.mp3"", ""S02_01"": ""seg02_01.mp3"", ""S02_06"": ""seg02_06.mp3"", ""S02_07"": ""seg02_07.mp3"", ""S02_04"": ""seg02_04.mp3"", ""S02_05"": ""seg02_05.mp3"", ""S02_08"": ""seg02_08.mp3"", ""S02_09"": ""seg02_09.mp3"", ""S02_10"": ""seg02_10.mp3""}, ""referenceKeys"": [""Reference""], ""conditionID"": ""19"", ""referenceFiles"": [[""Reference"", ""/audio/KuhI99QjUynBFYmhamigsrVFP1k6GBqzQ17lZlG06omYzBvdQNB7bamXNndWw2HMjYejcgv7X_42FITvjdPsedPN5ADsGSHGr5s9tScectPuLBn57ggtz1wPKH7CsVx_.wav""]], ""groupID"": ""2""}",A2JJHLWZKVOPQQ,,1,2017-04-17 03:30:05.072131,120,True,mturk,"{""country"": ""USA"", ""speaker_other"": ""Other (Please specify)"", ""gender"": ""female"", ""confusing"": ""No the task was pretty clear"", ""average_music_hours"": ""1 to 4"", ""instrument"": ""Please specify..."", ""musician"": ""No"", ""speakers"": ""headphones"", ""UserComment"": ""no comments""}","{""hearing_disorder"": ""No"", ""age"": ""26""}",-1.0,S02_09,1,1259
405,True,19,"{""stimulusKeys"": [""E9"", ""E9""], ""stimulusFiles"": {""S02_02"": ""seg02_02.mp3"", ""S02_03"": ""seg02_03.mp3"", ""S02_01"": ""seg02_01.mp3"", ""S02_06"": ""seg02_06.mp3"", ""S02_07"": ""seg02_07.mp3"", ""S02_04"": ""seg02_04.mp3"", ""S02_05"": ""seg02_05.mp3"", ""S02_08"": ""seg02_08.mp3"", ""S02_09"": ""seg02_09.mp3"", ""S02_10"": ""seg02_10.mp3""}, ""referenceKeys"": [""Reference""], ""conditionID"": ""19"", ""referenceFiles"": [[""Reference"", ""/audio/KuhI99QjUynBFYmhamigsoenEAVwzUkXN_YWTobeDdOYzBvdQNB7bamXNndWw2HMjYejcgv7X_42FITvjdPsedPN5ADsGSHGr5s9tScectPuLBn57ggtz1wPKH7CsVx_.wav""]], ""groupID"": ""2""}",A1U0GNE5ELW5V7,,1,2017-04-17 03:30:35.231351,118,True,mturk,"{""country"": ""USA"", ""speaker_other"": ""Other (Please specify)"", ""gender"": ""male"", ""confusing"": ""No."", ""average_music_hours"": ""4 to 8"", ""instrument"": ""Guitar"", ""musician"": ""Yes"", ""speakers"": ""headphones"", ""UserComment"": ""None.""}","{""hearing_disorder"": ""No"", ""age"": ""31""}",0.431471128171,S02_09,1,1396
406,False,19,"{""stimulusKeys"": [""E9"", ""E9""], ""stimulusFiles"": {""S02_02"": ""seg02_02.mp3"", ""S02_03"": ""seg02_03.mp3"", ""S02_01"": ""seg02_01.mp3"", ""S02_06"": ""seg02_06.mp3"", ""S02_07"": ""seg02_07.mp3"", ""S02_04"": ""seg02_04.mp3"", ""S02_05"": ""seg02_05.mp3"", ""S02_08"": ""seg02_08.mp3"", ""S02_09"": ""seg02_09.mp3"", ""S02_10"": ""seg02_10.mp3""}, ""referenceKeys"": [""Reference""], ""conditionID"": ""19"", ""referenceFiles"": [[""Reference"", ""/audio/KuhI99QjUynBFYmhamigsqd8BMSWXf38XOo7IlPns5qYzBvdQNB7bamXNndWw2HMjYejcgv7X_42FITvjdPsedPN5ADsGSHGr5s9tScectPuLBn57ggtz1wPKH7CsVx_.wav""]], ""groupID"": ""2""}",ABM77ZQWCHPNX,,1,2017-04-17 03:30:13.898369,119,True,mturk,"{""country"": ""USA"", ""speaker_other"": ""Other (Please specify)"", ""gender"": ""female"", ""confusing"": ""Please explain..."", ""average_music_hours"": ""4 to 8"", ""instrument"": ""Please specify..."", ""musician"": ""No"", ""speakers"": ""laptop speakers"", ""UserComment"": ""Your comment...""}","{""hearing_disorder"": ""No"", ""age"": ""45""}",0.498322233607,S02_09,1,1532
407,True,19,"{""stimulusKeys"": [""E9"", ""E9""], ""stimulusFiles"": {""S02_02"": ""seg02_02.mp3"", ""S02_03"": ""seg02_03.mp3"", ""S02_01"": ""seg02_01.mp3"", ""S02_06"": ""seg02_06.mp3"", ""S02_07"": ""seg02_07.mp3"", ""S02_04"": ""seg02_04.mp3"", ""S02_05"": ""seg02_05.mp3"", ""S02_08"": ""seg02_08.mp3"", ""S02_09"": ""seg02_09.mp3"", ""S02_10"": ""seg02_10.mp3""}, ""referenceKeys"": [""Reference""], ""conditionID"": ""19"", ""referenceFiles"": [[""Reference"", ""/audio/KuhI99QjUynBFYmhamigsnMud5dL-YSlj-ISwYyG7PUB_QTDgeevWITkUig4McHrQgADhayUlOnwdX_2_YsD80OI2TAJc9iwhZw-0Rz1neH8zALRU7slDnlrZJQD31b5.wav""]], ""groupID"": ""2""}",A3FJE9AUW0O41D,,1,2017-04-17 02:35:08.142236,73,True,mturk,"{""country"": ""USA"", ""speaker_other"": ""Other (Please specify)"", ""gender"": ""female"", ""confusing"": ""No"", ""average_music_hours"": ""1 to 4"", ""instrument"": ""Vocals and keyboards, both amateur"", ""musician"": ""Yes"", ""speakers"": ""headphones"", ""UserComment"": ""I did this survey last time. You said I'd only have to do it once. You made me sit through the training video twice too.""}","{""hearing_disorder"": ""No"", ""age"": ""30""}",0.440816922563,S02_09,1,1679
408,True,19,"{""stimulusKeys"": [""E9"", ""E9""], ""stimulusFiles"": {""S02_02"": ""seg02_02.mp3"", ""S02_03"": ""seg02_03.mp3"", ""S02_01"": ""seg02_01.mp3"", ""S02_06"": ""seg02_06.mp3"", ""S02_07"": ""seg02_07.mp3"", ""S02_04"": ""seg02_04.mp3"", ""S02_05"": ""seg02_05.mp3"", ""S02_08"": ""seg02_08.mp3"", ""S02_09"": ""seg02_09.mp3"", ""S02_10"": ""seg02_10.mp3""}, ""referenceKeys"": [""Reference""], ""conditionID"": ""19"", ""referenceFiles"": [[""Reference"", ""/audio/KuhI99QjUynBFYmhamigstqAnqeiKGg_TpWRt3V7HOeYzBvdQNB7bamXNndWw2HMjYejcgv7X_42FITvjdPsedPN5ADsGSHGr5s9tScectPuLBn57ggtz1wPKH7CsVx_.wav""]], ""groupID"": ""2""}",A31Z5TPD8QKE26,,1,2017-04-17 03:58:40.395359,142,True,mturk,"{""country"": ""USA"", ""speaker_other"": ""Other (Please specify)"", ""gender"": ""male"", ""confusing"": ""no"", ""average_music_hours"": ""4 to 8"", ""instrument"": ""Acoustic guitar"", ""musician"": ""Yes"", ""speakers"": ""headphones"", ""UserComment"": ""n/a""}","{""hearing_disorder"": ""No"", ""age"": ""32""}",0.438814252336,S02_09,1,1704
409,True,19,"{""stimulusKeys"": [""E9"", ""E9""], ""stimulusFiles"": {""S02_02"": ""seg02_02.mp3"", ""S02_03"": ""seg02_03.mp3"", ""S02_01"": ""seg02_01.mp3"", ""S02_06"": ""seg02_06.mp3"", ""S02_07"": ""seg02_07.mp3"", ""S02_04"": ""seg02_04.mp3"", ""S02_05"": ""seg02_05.mp3"", ""S02_08"": ""seg02_08.mp3"", ""S02_09"": ""seg02_09.mp3"", ""S02_10"": ""seg02_10.mp3""}, ""referenceKeys"": [""Reference""], ""conditionID"": ""19"", ""referenceFiles"": [[""Reference"", ""/audio/KuhI99QjUynBFYmhamigsp2y37G858U4y9YaNQU8gA-YzBvdQNB7bamXNndWw2HMjYejcgv7X_42FITvjdPsedPN5ADsGSHGr5s9tScectPuLBn57ggtz1wPKH7CsVx_.wav""]], ""groupID"": ""2""}",A1FHS282JP487T,,1,2017-04-17 03:49:25.591892,135,True,mturk,"{""country"": ""USA"", ""speaker_other"": ""Other (Please specify)"", ""gender"": ""male"", ""confusing"": ""no"", ""average_music_hours"": ""1 to 4"", ""instrument"": ""Please specify..."", ""musician"": ""No"", ""speakers"": ""headphones"", ""UserComment"": ""Your comment...""}","{""hearing_disorder"": ""No"", ""age"": ""31""}",-1.0,S02_09,1,1736
410,False,19,"{""stimulusKeys"": [""E9"", ""E9""], ""stimulusFiles"": {""S02_02"": ""seg02_02.mp3"", ""S02_03"": ""seg02_03.mp3"", ""S02_01"": ""seg02_01.mp3"", ""S02_06"": ""seg02_06.mp3"", ""S02_07"": ""seg02_07.mp3"", ""S02_04"": ""seg02_04.mp3"", ""S02_05"": ""seg02_05.mp3"", ""S02_08"": ""seg02_08.mp3"", ""S02_09"": ""seg02_09.mp3"", ""S02_10"": ""seg02_10.mp3""}, ""referenceKeys"": [""Reference""], ""conditionID"": ""19"", ""referenceFiles"": [[""Reference"", ""/audio/KuhI99QjUynBFYmhamigsmy5V1oZ4-GbVk6F19liqd-YzBvdQNB7bamXNndWw2HMjYejcgv7X_42FITvjdPsedPN5ADsGSHGr5s9tScectPuLBn57ggtz1wPKH7CsVx_.wav""]], ""groupID"": ""2""}",A1RQMCUA0GNJ43,,1,2017-04-17 03:26:38.789151,115,True,mturk,"{""country"": ""CAN"", ""speaker_other"": ""Other (Please specify)"", ""gender"": ""male"", ""confusing"": "" "", ""average_music_hours"": ""more than 8"", ""instrument"": ""Please specify..."", ""musician"": ""No"", ""speakers"": ""laptop speakers"", ""UserComment"": "" ""}","{""hearing_disorder"": ""No"", ""age"": ""25""}",-1.0,S02_09,1,1742
411,False,19,"{""stimulusKeys"": [""E9"", ""E9""], ""stimulusFiles"": {""S02_02"": ""seg02_02.mp3"", ""S02_03"": ""seg02_03.mp3"", ""S02_01"": ""seg02_01.mp3"", ""S02_06"": ""seg02_06.mp3"", ""S02_07"": ""seg02_07.mp3"", ""S02_04"": ""seg02_04.mp3"", ""S02_05"": ""seg02_05.mp3"", ""S02_08"": ""seg02_08.mp3"", ""S02_09"": ""seg02_09.mp3"", ""S02_10"": ""seg02_10.mp3""}, ""referenceKeys"": [""Reference""], ""conditionID"": ""19"", ""referenceFiles"": [[""Reference"", ""/audio/KuhI99QjUynBFYmhamigspMZvrXUwz9Xuo6KNlb_io-YzBvdQNB7bamXNndWw2HMjYejcgv7X_42FITvjdPsedPN5ADsGSHGr5s9tScectPuLBn57ggtz1wPKH7CsVx_.wav""]], ""groupID"": ""2""}",A18LFH7XW61JO9,,2,2017-04-17 03:53:56.530370,138,True,mturk,"{""country"": ""IND"", ""speaker_other"": ""Other (Please specify)"", ""gender"": ""male"", ""confusing"": ""No, Everything was fine."", ""average_music_hours"": ""more than 8"", ""instrument"": ""Violin"", ""musician"": ""Yes"", ""speakers"": ""headphones"", ""UserComment"": ""Thanks for the opportunity.""}","{""hearing_disorder"": ""No"", ""age"": ""30""}",0.502232142857,S02_09,1,1798
