,Unnamed: 0,accepted,condition_id,data,participant_crowd_worker_id,participant_hearing_response_estimation,participant_hearing_test_attempts,participant_hearing_test_last_attempt,participant_id,participant_passed_hearing_test,participant_platform,participant_post_test_survey,participant_pre_test_survey,rating,stimulus,test_id,trial_id
600,600,True,26,"{""stimulusKeys"": [""E6"", ""E6""], ""stimulusFiles"": {""S03_03"": ""seg03_03.mp3"", ""S03_09"": ""seg03_09.mp3"", ""S03_08"": ""seg03_08.mp3"", ""S03_01"": ""seg03_01.mp3"", ""S03_10"": ""seg03_10.mp3"", ""S03_02"": ""seg03_02.mp3"", ""S03_05"": ""seg03_05.mp3"", ""S03_04"": ""seg03_04.mp3"", ""S03_07"": ""seg03_07.mp3"", ""S03_06"": ""seg03_06.mp3""}, ""referenceKeys"": [""Reference""], ""conditionID"": ""26"", ""referenceFiles"": [[""Reference"", ""/audio/6MbLhYkHm3LwJdvn9ciKC37TS8eOKaNqckCuVaBtE34GxOA9sQJIRs1O8wch9Ra4jYejcgv7X_42FITvjdPseUp6usxxZBUPbjh5MU-g2pVs4xeftYLP767OjUCXoujx.wav""]], ""groupID"": ""3""}",AVD6HMIO1HLFI,,1,2017-04-26 03:11:02.909251,3,True,mturk,"{""based_on"": ""Overall change in tempo or beat, or if lyrics started which I thought was significant enough to warrant a change (such as the Queen song)"", ""country"": ""USA"", ""instrument"": ""Please specify..."", ""speaker_other"": ""Philips SHP 9500"", ""UserComment"": ""Your comment..."", ""speakers"": ""headphones"", ""musician"": ""No"", ""confusing"": ""Please explain..."", ""gender"": ""male"", ""average_music_hours"": ""more than 8""}","{""age"": ""28"", ""hearing_disorder"": ""No""}",0.289281542056,S03_06,1,649
601,601,True,26,"{""stimulusKeys"": [""E6"", ""E6""], ""stimulusFiles"": {""S03_03"": ""seg03_03.mp3"", ""S03_09"": ""seg03_09.mp3"", ""S03_08"": ""seg03_08.mp3"", ""S03_01"": ""seg03_01.mp3"", ""S03_10"": ""seg03_10.mp3"", ""S03_02"": ""seg03_02.mp3"", ""S03_05"": ""seg03_05.mp3"", ""S03_04"": ""seg03_04.mp3"", ""S03_07"": ""seg03_07.mp3"", ""S03_06"": ""seg03_06.mp3""}, ""referenceKeys"": [""Reference""], ""conditionID"": ""26"", ""referenceFiles"": [[""Reference"", ""/audio/rVNti6-tFys8fYD5EWlTYf80OnmTd7UOpvyD52bCNtCgJ2iABkm38Hafgchs0upZW0783Y0bJrQmLWCRhmcmhcpXvmcJsS0e3-WjB_rMOqte_kM4nWIdriwuSeLdd_Ec.wav""]], ""groupID"": ""3""}",A3HEFMJ50IMTY6,,1,2017-04-26 03:21:21.213344,22,True,mturk,"{""based_on"": ""i was listening to the changes"", ""country"": ""IND"", ""instrument"": ""Please specify..."", ""speaker_other"": ""Other (Please specify)"", ""UserComment"": ""Your comment..."", ""speakers"": ""laptop speakers"", ""musician"": ""No"", ""confusing"": ""no"", ""gender"": ""female"", ""average_music_hours"": ""1 to 4""}","{""age"": ""31"", ""hearing_disorder"": ""No""}",-1.0,S03_06,1,774
602,602,False,26,"{""stimulusKeys"": [""E6"", ""E6""], ""stimulusFiles"": {""S03_03"": ""seg03_03.mp3"", ""S03_09"": ""seg03_09.mp3"", ""S03_08"": ""seg03_08.mp3"", ""S03_01"": ""seg03_01.mp3"", ""S03_10"": ""seg03_10.mp3"", ""S03_02"": ""seg03_02.mp3"", ""S03_05"": ""seg03_05.mp3"", ""S03_04"": ""seg03_04.mp3"", ""S03_07"": ""seg03_07.mp3"", ""S03_06"": ""seg03_06.mp3""}, ""referenceKeys"": [""Reference""], ""conditionID"": ""26"", ""referenceFiles"": [[""Reference"", ""/audio/0kZokf-8Y4z_NiM386doVf80OnmTd7UOpvyD52bCNtCgJ2iABkm38Hafgchs0upZW0783Y0bJrQmLWCRhmcmhcpXvmcJsS0e3-WjB_rMOqte_kM4nWIdriwuSeLdd_Ec.wav""]], ""groupID"": ""3""}",A2OO4PG3LBLP5I,,1,2017-04-26 03:36:24.291007,42,True,mturk,"{""based_on"": ""Changes in the music"", ""country"": ""USA"", ""instrument"": ""Please specify..."", ""speaker_other"": ""Other (Please specify)"", ""UserComment"": ""Enjoyed"", ""speakers"": ""headphones"", ""musician"": ""No"", ""confusing"": ""No"", ""gender"": ""male"", ""average_music_hours"": ""less than one hour""}","{""age"": ""39"", ""hearing_disorder"": ""No""}",0.255006675567,S03_06,1,979
603,603,True,26,"{""stimulusKeys"": [""E6"", ""E6""], ""stimulusFiles"": {""S03_03"": ""seg03_03.mp3"", ""S03_09"": ""seg03_09.mp3"", ""S03_08"": ""seg03_08.mp3"", ""S03_01"": ""seg03_01.mp3"", ""S03_10"": ""seg03_10.mp3"", ""S03_02"": ""seg03_02.mp3"", ""S03_05"": ""seg03_05.mp3"", ""S03_04"": ""seg03_04.mp3"", ""S03_07"": ""seg03_07.mp3"", ""S03_06"": ""seg03_06.mp3""}, ""referenceKeys"": [""Reference""], ""conditionID"": ""26"", ""referenceFiles"": [[""Reference"", ""/audio/NBNKD-cQh8yVgLUjXYsz0v80OnmTd7UOpvyD52bCNtCgJ2iABkm38Hafgchs0upZW0783Y0bJrQmLWCRhmcmhcpXvmcJsS0e3-WjB_rMOqte_kM4nWIdriwuSeLdd_Ec.wav""]], ""groupID"": ""3""}",AZJEGHE4605S5,,1,2017-04-26 04:03:48.931962,87,True,mturk,"{""based_on"": ""Please elaborate..when the sound (i.e tone) would change and signify a different part of the song "", ""country"": ""USA"", ""instrument"": ""Please specify..."", ""speaker_other"": ""Other (Please specify)"", ""UserComment"": ""Your comment..."", ""speakers"": ""headphones"", ""musician"": ""No"", ""confusing"": ""Please explain..."", ""gender"": ""male"", ""average_music_hours"": ""1 to 4""}","{""age"": ""27"", ""hearing_disorder"": ""No""}",0.216517857143,S03_06,1,1038
604,604,True,26,"{""stimulusKeys"": [""E6"", ""E6""], ""stimulusFiles"": {""S03_03"": ""seg03_03.mp3"", ""S03_09"": ""seg03_09.mp3"", ""S03_08"": ""seg03_08.mp3"", ""S03_01"": ""seg03_01.mp3"", ""S03_10"": ""seg03_10.mp3"", ""S03_02"": ""seg03_02.mp3"", ""S03_05"": ""seg03_05.mp3"", ""S03_04"": ""seg03_04.mp3"", ""S03_07"": ""seg03_07.mp3"", ""S03_06"": ""seg03_06.mp3""}, ""referenceKeys"": [""Reference""], ""conditionID"": ""26"", ""referenceFiles"": [[""Reference"", ""/audio/A5R_SQfxABvQJGN2B0l1if80OnmTd7UOpvyD52bCNtCgJ2iABkm38Hafgchs0upZW0783Y0bJrQmLWCRhmcmhcpXvmcJsS0e3-WjB_rMOqte_kM4nWIdriwuSeLdd_Ec.wav""]], ""groupID"": ""3""}",A2VRDE2FHCBMF8,,1,2017-04-26 04:02:23.110746,83,True,mturk,"{""based_on"": ""a change in the music"", ""country"": ""USA"", ""instrument"": ""N/A..."", ""speaker_other"": ""Other (Please specify)"", ""UserComment"": ""It has been interesting, thank you very much!"", ""speakers"": ""headphones"", ""musician"": ""No"", ""confusing"": ""I hope I did the task correctly, I think I understood what to do"", ""gender"": ""male"", ""average_music_hours"": ""1 to 4""}","{""age"": ""38"", ""hearing_disorder"": ""No""}",0.325997162884,S03_06,1,1077
605,605,True,26,"{""stimulusKeys"": [""E6"", ""E6""], ""stimulusFiles"": {""S03_03"": ""seg03_03.mp3"", ""S03_09"": ""seg03_09.mp3"", ""S03_08"": ""seg03_08.mp3"", ""S03_01"": ""seg03_01.mp3"", ""S03_10"": ""seg03_10.mp3"", ""S03_02"": ""seg03_02.mp3"", ""S03_05"": ""seg03_05.mp3"", ""S03_04"": ""seg03_04.mp3"", ""S03_07"": ""seg03_07.mp3"", ""S03_06"": ""seg03_06.mp3""}, ""referenceKeys"": [""Reference""], ""conditionID"": ""26"", ""referenceFiles"": [[""Reference"", ""/audio/fgarMG0oUlzRKrk3pZptT_80OnmTd7UOpvyD52bCNtCgJ2iABkm38Hafgchs0upZW0783Y0bJrQmLWCRhmcmhcpXvmcJsS0e3-WjB_rMOqte_kM4nWIdriwuSeLdd_Ec.wav""]], ""groupID"": ""3""}",A15A984KE7R40O,,1,2017-04-26 04:08:41.598059,93,True,mturk,"{""based_on"": ""change in chords/key, rhythm "", ""country"": ""USA"", ""instrument"": ""guitar"", ""speaker_other"": ""Other (Please specify)"", ""UserComment"": ""Your comment..."", ""speakers"": ""headphones"", ""musician"": ""Yes"", ""confusing"": ""no"", ""gender"": ""male"", ""average_music_hours"": ""more than 8""}","{""age"": ""28"", ""hearing_disorder"": ""No""}",0.301297563418,S03_06,1,1105
606,606,False,26,"{""stimulusKeys"": [""E6"", ""E6""], ""stimulusFiles"": {""S03_03"": ""seg03_03.mp3"", ""S03_09"": ""seg03_09.mp3"", ""S03_08"": ""seg03_08.mp3"", ""S03_01"": ""seg03_01.mp3"", ""S03_10"": ""seg03_10.mp3"", ""S03_02"": ""seg03_02.mp3"", ""S03_05"": ""seg03_05.mp3"", ""S03_04"": ""seg03_04.mp3"", ""S03_07"": ""seg03_07.mp3"", ""S03_06"": ""seg03_06.mp3""}, ""referenceKeys"": [""Reference""], ""conditionID"": ""26"", ""referenceFiles"": [[""Reference"", ""/audio/6asPG_GxRfCtdDq-Bgtv2_80OnmTd7UOpvyD52bCNtCgJ2iABkm38Hafgchs0upZW0783Y0bJrQmLWCRhmcmhcpXvmcJsS0e3-WjB_rMOqte_kM4nWIdriwuSeLdd_Ec.wav""]], ""groupID"": ""3""}",A899L8WYC76AD,,1,2017-04-26 03:29:26.741592,35,True,mturk,"{""based_on"": ""i listened for significant changes in the music -- the pace, a transition from a distinctive verse to a chorus, significant changes in tone of voice, and things like that."", ""country"": ""USA"", ""instrument"": ""Please specify..."", ""speaker_other"": ""Other (Please specify)"", ""UserComment"": ""this HIT was a ton of fun. :-) i love music.  thanks for allowing me to participate, and i hope you have a great day!"", ""speakers"": ""headphones"", ""musician"": ""No"", ""confusing"": ""no, everything was explained very clearly, and the interface was easy to use!"", ""gender"": ""female"", ""average_music_hours"": ""more than 8""}","{""age"": ""31"", ""hearing_disorder"": ""No""}",0.309599975586,S03_06,1,1116
607,607,False,26,"{""stimulusKeys"": [""E6"", ""E6""], ""stimulusFiles"": {""S03_03"": ""seg03_03.mp3"", ""S03_09"": ""seg03_09.mp3"", ""S03_08"": ""seg03_08.mp3"", ""S03_01"": ""seg03_01.mp3"", ""S03_10"": ""seg03_10.mp3"", ""S03_02"": ""seg03_02.mp3"", ""S03_05"": ""seg03_05.mp3"", ""S03_04"": ""seg03_04.mp3"", ""S03_07"": ""seg03_07.mp3"", ""S03_06"": ""seg03_06.mp3""}, ""referenceKeys"": [""Reference""], ""conditionID"": ""26"", ""referenceFiles"": [[""Reference"", ""/audio/LOUftOKbJA8kP168N2RwI_80OnmTd7UOpvyD52bCNtCgJ2iABkm38Hafgchs0upZW0783Y0bJrQmLWCRhmcmhcpXvmcJsS0e3-WjB_rMOqte_kM4nWIdriwuSeLdd_Ec.wav""]], ""groupID"": ""3""}",A258PTOZ3D2TQR,,1,2017-04-26 03:16:04.591118,10,True,mturk,"{""based_on"": ""Noting the notes to be changed. Concentrating on subtle change of notes (music)"", ""country"": ""IND"", ""instrument"": ""Please specify..."", ""speaker_other"": ""Other (Please specify)"", ""UserComment"": ""interesting hit"", ""speakers"": ""headphones"", ""musician"": ""No"", ""confusing"": ""Not at all"", ""gender"": ""male"", ""average_music_hours"": ""4 to 8""}","{""age"": ""28"", ""hearing_disorder"": ""No""}",0.221029569374,S03_06,1,1156
608,608,False,26,"{""stimulusKeys"": [""E6"", ""E6""], ""stimulusFiles"": {""S03_03"": ""seg03_03.mp3"", ""S03_09"": ""seg03_09.mp3"", ""S03_08"": ""seg03_08.mp3"", ""S03_01"": ""seg03_01.mp3"", ""S03_10"": ""seg03_10.mp3"", ""S03_02"": ""seg03_02.mp3"", ""S03_05"": ""seg03_05.mp3"", ""S03_04"": ""seg03_04.mp3"", ""S03_07"": ""seg03_07.mp3"", ""S03_06"": ""seg03_06.mp3""}, ""referenceKeys"": [""Reference""], ""conditionID"": ""26"", ""referenceFiles"": [[""Reference"", ""/audio/9YmolMXZpxB28VP2LkDOJP80OnmTd7UOpvyD52bCNtCgJ2iABkm38Hafgchs0upZW0783Y0bJrQmLWCRhmcmhcpXvmcJsS0e3-WjB_rMOqte_kM4nWIdriwuSeLdd_Ec.wav""]], ""groupID"": ""3""}",A1Z6F664MYBMVI,,2,2017-04-26 04:06:47.160365,86,True,mturk,"{""based_on"": ""Changes in music, beats, voice."", ""country"": ""USA"", ""instrument"": ""Please specify..."", ""speaker_other"": ""Other (Please specify)"", ""UserComment"": ""It was fun and great music."", ""speakers"": ""headphones"", ""musician"": ""No"", ""confusing"": ""No"", ""gender"": ""female"", ""average_music_hours"": ""4 to 8""}","{""age"": ""48"", ""hearing_disorder"": ""No""}",0.311310914553,S03_06,1,1183
609,609,False,26,"{""stimulusKeys"": [""E6"", ""E6""], ""stimulusFiles"": {""S03_03"": ""seg03_03.mp3"", ""S03_09"": ""seg03_09.mp3"", ""S03_08"": ""seg03_08.mp3"", ""S03_01"": ""seg03_01.mp3"", ""S03_10"": ""seg03_10.mp3"", ""S03_02"": ""seg03_02.mp3"", ""S03_05"": ""seg03_05.mp3"", ""S03_04"": ""seg03_04.mp3"", ""S03_07"": ""seg03_07.mp3"", ""S03_06"": ""seg03_06.mp3""}, ""referenceKeys"": [""Reference""], ""conditionID"": ""26"", ""referenceFiles"": [[""Reference"", ""/audio/RNr2z50Uwl4Jop3HxNnnyf80OnmTd7UOpvyD52bCNtCgJ2iABkm38Hafgchs0upZW0783Y0bJrQmLWCRhmcmhcpXvmcJsS0e3-WjB_rMOqte_kM4nWIdriwuSeLdd_Ec.wav""]], ""groupID"": ""3""}",AJD3JOWNVDZD1,,1,2017-04-26 03:57:43.747400,73,True,mturk,"{""based_on"": ""Please elaborate...I was listening for some kind of change in the music.  No specific change, just my perception of change."", ""country"": ""USA"", ""instrument"": ""Please specify..."", ""speaker_other"": ""ear buds"", ""UserComment"": ""Your comment..."", ""speakers"": ""other"", ""musician"": ""No"", ""confusing"": ""Please explain...I thought it was all confusing honestly, but only because I wasn't quite sure what I considered change completely."", ""gender"": ""female"", ""average_music_hours"": ""less than one hour""}","{""age"": ""50"", ""hearing_disorder"": ""No""}",0.298627336449,S03_06,1,1225
610,610,False,26,"{""stimulusKeys"": [""E6"", ""E6""], ""stimulusFiles"": {""S03_03"": ""seg03_03.mp3"", ""S03_09"": ""seg03_09.mp3"", ""S03_08"": ""seg03_08.mp3"", ""S03_01"": ""seg03_01.mp3"", ""S03_10"": ""seg03_10.mp3"", ""S03_02"": ""seg03_02.mp3"", ""S03_05"": ""seg03_05.mp3"", ""S03_04"": ""seg03_04.mp3"", ""S03_07"": ""seg03_07.mp3"", ""S03_06"": ""seg03_06.mp3""}, ""referenceKeys"": [""Reference""], ""conditionID"": ""26"", ""referenceFiles"": [[""Reference"", ""/audio/Ds8L05q5PZXXajlLC8fbK_80OnmTd7UOpvyD52bCNtCgJ2iABkm38Hafgchs0upZW0783Y0bJrQmLWCRhmcmhcpXvmcJsS0e3-WjB_rMOqte_kM4nWIdriwuSeLdd_Ec.wav""]], ""groupID"": ""3""}",AMA4SXSYNC35I,,2,2017-04-26 03:55:31.706251,68,True,mturk,"{""based_on"": ""Please elaborate...Change in the music and vocals"", ""country"": ""USA"", ""instrument"": ""Please specify...n/a"", ""speaker_other"": ""Other (Please specify)"", ""UserComment"": ""Your comment...Great survey!"", ""speakers"": ""headphones"", ""musician"": ""No"", ""confusing"": ""Please explain...no"", ""gender"": ""female"", ""average_music_hours"": ""more than 8""}","{""age"": ""58"", ""hearing_disorder"": ""No""}",0.338013184246,S03_06,1,1277
611,611,False,26,"{""stimulusKeys"": [""E6"", ""E6""], ""stimulusFiles"": {""S03_03"": ""seg03_03.mp3"", ""S03_09"": ""seg03_09.mp3"", ""S03_08"": ""seg03_08.mp3"", ""S03_01"": ""seg03_01.mp3"", ""S03_10"": ""seg03_10.mp3"", ""S03_02"": ""seg03_02.mp3"", ""S03_05"": ""seg03_05.mp3"", ""S03_04"": ""seg03_04.mp3"", ""S03_07"": ""seg03_07.mp3"", ""S03_06"": ""seg03_06.mp3""}, ""referenceKeys"": [""Reference""], ""conditionID"": ""26"", ""referenceFiles"": [[""Reference"", ""/audio/FI9ZgVw6eWOV_E2SCZ9yNP80OnmTd7UOpvyD52bCNtCgJ2iABkm38Hafgchs0upZW0783Y0bJrQmLWCRhmcmhcpXvmcJsS0e3-WjB_rMOqte_kM4nWIdriwuSeLdd_Ec.wav""]], ""groupID"": ""3""}",A32QYANWMXW8EL,,2,2017-04-26 04:17:47.909948,81,True,mturk,"{""based_on"": """", ""country"": ""USA"", ""instrument"": ""Please specify..."", ""speaker_other"": ""Other (Please specify)"", ""UserComment"": ""Your comment..."", ""speakers"": ""headphones"", ""musician"": ""No"", ""confusing"": ""Please explain...no"", ""gender"": ""female"", ""average_music_hours"": ""4 to 8""}","{""age"": ""34"", ""hearing_disorder"": ""No""}",0.276266642253,S03_06,1,1314
612,612,True,26,"{""stimulusKeys"": [""E6"", ""E6""], ""stimulusFiles"": {""S03_03"": ""seg03_03.mp3"", ""S03_09"": ""seg03_09.mp3"", ""S03_08"": ""seg03_08.mp3"", ""S03_01"": ""seg03_01.mp3"", ""S03_10"": ""seg03_10.mp3"", ""S03_02"": ""seg03_02.mp3"", ""S03_05"": ""seg03_05.mp3"", ""S03_04"": ""seg03_04.mp3"", ""S03_07"": ""seg03_07.mp3"", ""S03_06"": ""seg03_06.mp3""}, ""referenceKeys"": [""Reference""], ""conditionID"": ""26"", ""referenceFiles"": [[""Reference"", ""/audio/Ek1XufrXl7ObFxmpi3kt4n7TS8eOKaNqckCuVaBtE34GxOA9sQJIRs1O8wch9Ra4jYejcgv7X_42FITvjdPseUp6usxxZBUPbjh5MU-g2pVs4xeftYLP767OjUCXoujx.wav""]], ""groupID"": ""3""}",A2ADEPVGNNXNPA,,1,2017-04-26 03:24:29.538927,8,True,mturk,"{""based_on"": ""Any type of change, e.g. from instrumental to vocal section"", ""country"": ""USA"", ""instrument"": ""Please specify..."", ""speaker_other"": ""Other (Please specify)"", ""UserComment"": ""Your comment..."", ""speakers"": ""headphones"", ""musician"": ""No"", ""confusing"": ""somewhat subjective?"", ""gender"": ""female"", ""average_music_hours"": ""more than 8""}","{""age"": ""28"", ""hearing_disorder"": ""No""}",0.301599975586,S03_06,1,1461
613,613,True,26,"{""stimulusKeys"": [""E6"", ""E6""], ""stimulusFiles"": {""S03_03"": ""seg03_03.mp3"", ""S03_09"": ""seg03_09.mp3"", ""S03_08"": ""seg03_08.mp3"", ""S03_01"": ""seg03_01.mp3"", ""S03_10"": ""seg03_10.mp3"", ""S03_02"": ""seg03_02.mp3"", ""S03_05"": ""seg03_05.mp3"", ""S03_04"": ""seg03_04.mp3"", ""S03_07"": ""seg03_07.mp3"", ""S03_06"": ""seg03_06.mp3""}, ""referenceKeys"": [""Reference""], ""conditionID"": ""26"", ""referenceFiles"": [[""Reference"", ""/audio/d0apz_naL9mcJZx0f-SHkv80OnmTd7UOpvyD52bCNtCgJ2iABkm38Hafgchs0upZW0783Y0bJrQmLWCRhmcmhcpXvmcJsS0e3-WjB_rMOqte_kM4nWIdriwuSeLdd_Ec.wav""]], ""groupID"": ""3""}",A94DL4GI8ZBUO,,1,2017-04-26 03:34:16.961347,38,True,mturk,"{""based_on"": ""Change in beat, tempo, or vocals."", ""country"": ""USA"", ""instrument"": ""Piano"", ""speaker_other"": ""Other (Please specify)"", ""UserComment"": ""Your comment..."", ""speakers"": ""headphones"", ""musician"": ""Yes"", ""confusing"": ""Nothing."", ""gender"": ""male"", ""average_music_hours"": ""1 to 4""}","{""age"": ""29"", ""hearing_disorder"": ""No""}",0.303967790387,S03_06,1,1480
614,614,False,26,"{""stimulusKeys"": [""E6"", ""E6""], ""stimulusFiles"": {""S03_03"": ""seg03_03.mp3"", ""S03_09"": ""seg03_09.mp3"", ""S03_08"": ""seg03_08.mp3"", ""S03_01"": ""seg03_01.mp3"", ""S03_10"": ""seg03_10.mp3"", ""S03_02"": ""seg03_02.mp3"", ""S03_05"": ""seg03_05.mp3"", ""S03_04"": ""seg03_04.mp3"", ""S03_07"": ""seg03_07.mp3"", ""S03_06"": ""seg03_06.mp3""}, ""referenceKeys"": [""Reference""], ""conditionID"": ""26"", ""referenceFiles"": [[""Reference"", ""/audio/eGS7KzYkzrzUTs3jnmo8pf80OnmTd7UOpvyD52bCNtCgJ2iABkm38Hafgchs0upZW0783Y0bJrQmLWCRhmcmhcpXvmcJsS0e3-WjB_rMOqte_kM4nWIdriwuSeLdd_Ec.wav""]], ""groupID"": ""3""}",AFDC9A6Z60W2Z,,1,2017-04-26 03:44:38.015088,56,True,mturk,"{""based_on"": ""A change from verse to chorus/bridge or vice versa, or anything where the beat and melody shifted"", ""country"": ""USA"", ""instrument"": ""Please specify..."", ""speaker_other"": ""Other (Please specify)"", ""UserComment"": ""Your comment..."", ""speakers"": ""headphones"", ""musician"": ""No"", ""confusing"": ""no"", ""gender"": ""male"", ""average_music_hours"": ""4 to 8""}","{""age"": ""45"", ""hearing_disorder"": ""No""}",0.319989152203,S03_06,1,1487
615,615,True,26,"{""stimulusKeys"": [""E6"", ""E6""], ""stimulusFiles"": {""S03_03"": ""seg03_03.mp3"", ""S03_09"": ""seg03_09.mp3"", ""S03_08"": ""seg03_08.mp3"", ""S03_01"": ""seg03_01.mp3"", ""S03_10"": ""seg03_10.mp3"", ""S03_02"": ""seg03_02.mp3"", ""S03_05"": ""seg03_05.mp3"", ""S03_04"": ""seg03_04.mp3"", ""S03_07"": ""seg03_07.mp3"", ""S03_06"": ""seg03_06.mp3""}, ""referenceKeys"": [""Reference""], ""conditionID"": ""26"", ""referenceFiles"": [[""Reference"", ""/audio/1c9AQqoZH7soTD4FfZkZp2fBIT2N-gZu6VkiZKL24G0XS6cg4ncurVMsvM4ZB_OP7UcnOvl-5Ei6wiVKxsG7Wtk-cJ3RkKU5GmDcymQgge48wLiSneDq7A21wUKUsYn1.wav""]], ""groupID"": ""3""}",A14QSZG9TSDO3Z,,1,2017-04-26 04:26:58.913347,108,True,mturk,"{""based_on"": ""Change in tempo or tones."", ""country"": ""IND"", ""instrument"": ""Harmonium, Drums"", ""speaker_other"": ""Other (Please specify)"", ""UserComment"": ""Your comment..."", ""speakers"": ""headphones"", ""musician"": ""Yes"", ""confusing"": ""Nothing. I liked the task."", ""gender"": ""male"", ""average_music_hours"": ""more than 8""}","{""age"": ""28"", ""hearing_disorder"": ""No""}",0.336010514019,S03_06,1,1551
616,616,True,26,"{""stimulusKeys"": [""E6"", ""E6""], ""stimulusFiles"": {""S03_03"": ""seg03_03.mp3"", ""S03_09"": ""seg03_09.mp3"", ""S03_08"": ""seg03_08.mp3"", ""S03_01"": ""seg03_01.mp3"", ""S03_10"": ""seg03_10.mp3"", ""S03_02"": ""seg03_02.mp3"", ""S03_05"": ""seg03_05.mp3"", ""S03_04"": ""seg03_04.mp3"", ""S03_07"": ""seg03_07.mp3"", ""S03_06"": ""seg03_06.mp3""}, ""referenceKeys"": [""Reference""], ""conditionID"": ""26"", ""referenceFiles"": [[""Reference"", ""/audio/78L2SPwnvlG_2JT636lOcP80OnmTd7UOpvyD52bCNtCgJ2iABkm38Hafgchs0upZW0783Y0bJrQmLWCRhmcmhcpXvmcJsS0e3-WjB_rMOqte_kM4nWIdriwuSeLdd_Ec.wav""]], ""groupID"": ""3""}",A3K6GRM23GLBDO,,1,2017-04-26 03:58:22.874137,72,True,mturk,"{""based_on"": ""I made boundaries between vocal sound and instrumental sound, and start point of a special sound on flowing music sound.  There was a talking voice other than music sound and I made a boundary between short music and the voice.       .."", ""country"": ""USA"", ""instrument"": ""Piano"", ""speaker_other"": ""Other (Please specify)"", ""UserComment"": ""It was an interesting task, but I had to check repeatedly to make accurate boundary.  I enjoyed listening to the music pieces.  Thank you. "", ""speakers"": ""laptop speakers"", ""musician"": ""Yes"", ""confusing"": ""Yes.  When there were various different sounds in a audio clip, I was very confused about which part I should make a boundary."", ""gender"": ""female"", ""average_music_hours"": ""4 to 8""}","{""age"": ""73"", ""hearing_disorder"": ""No""}",0.884742156208,S03_06,1,1622
617,617,False,26,"{""stimulusKeys"": [""E6"", ""E6""], ""stimulusFiles"": {""S03_03"": ""seg03_03.mp3"", ""S03_09"": ""seg03_09.mp3"", ""S03_08"": ""seg03_08.mp3"", ""S03_01"": ""seg03_01.mp3"", ""S03_10"": ""seg03_10.mp3"", ""S03_02"": ""seg03_02.mp3"", ""S03_05"": ""seg03_05.mp3"", ""S03_04"": ""seg03_04.mp3"", ""S03_07"": ""seg03_07.mp3"", ""S03_06"": ""seg03_06.mp3""}, ""referenceKeys"": [""Reference""], ""conditionID"": ""26"", ""referenceFiles"": [[""Reference"", ""/audio/y6UqWIGqexK6Oxk4nuNIVf80OnmTd7UOpvyD52bCNtCgJ2iABkm38Hafgchs0upZW0783Y0bJrQmLWCRhmcmhcpXvmcJsS0e3-WjB_rMOqte_kM4nWIdriwuSeLdd_Ec.wav""]], ""groupID"": ""3""}",A1GBVJDL1PF0YS,,2,2017-04-26 04:07:16.280981,90,True,mturk,"{""based_on"": ""A CHANGE IN THE SPEED OR RYTHM. ALSO FOR A CHANGE IN THE STYLE A CHANGE OF INSTRAMENTS OR A CHORUS, WHICH USUALLY CHANGES THE MUSIC"", ""country"": ""USA"", ""instrument"": ""Please specify..."", ""speaker_other"": ""Other (Please specify)"", ""UserComment"": ""VERY INTERESTING SOMETIMES IT WAS DIFFICULT AND SOMETIMES IT SEEMED LIKE THERE WAS MORE THAN 1 CHANGE."", ""speakers"": ""headphones"", ""musician"": ""No"", ""confusing"": ""NO"", ""gender"": ""female"", ""average_music_hours"": ""4 to 8""}","{""age"": ""48"", ""hearing_disorder"": ""No""}",0.311310914553,S03_06,1,1652
618,618,True,27,"{""stimulusKeys"": [""E7"", ""E7""], ""stimulusFiles"": {""S03_03"": ""seg03_03.mp3"", ""S03_09"": ""seg03_09.mp3"", ""S03_08"": ""seg03_08.mp3"", ""S03_01"": ""seg03_01.mp3"", ""S03_10"": ""seg03_10.mp3"", ""S03_02"": ""seg03_02.mp3"", ""S03_05"": ""seg03_05.mp3"", ""S03_04"": ""seg03_04.mp3"", ""S03_07"": ""seg03_07.mp3"", ""S03_06"": ""seg03_06.mp3""}, ""referenceKeys"": [""Reference""], ""conditionID"": ""27"", ""referenceFiles"": [[""Reference"", ""/audio/fTEt5g_yox3GNqf0GLRAW37TS8eOKaNqckCuVaBtE34GxOA9sQJIRs1O8wch9Ra4jYejcgv7X_42FITvjdPseUp6usxxZBUPbjh5MU-g2pVs4xeftYLP767OjUCXoujx.wav""]], ""groupID"": ""3""}",A2RMJNF6IPI42F,,1,2017-04-26 03:14:25.120965,4,True,mturk,"{""based_on"": ""change in key, tempo, instrument"", ""country"": ""USA"", ""instrument"": ""Please specify..."", ""speaker_other"": ""Other (Please specify)"", ""UserComment"": ""Your comment..."", ""speakers"": ""headphones"", ""musician"": ""No"", ""confusing"": ""Please explain..."", ""gender"": ""female"", ""average_music_hours"": ""more than 8""}","{""age"": ""32"", ""hearing_disorder"": ""No""}",0.751764701394,S03_07,1,86
